filename,label,extension,parsed_source_ids,component_group_id,is_jpeg
Au_ani_00001.jpg,authentic,jpg,ani00001,component_0000,True
Au_ani_00002.jpg,authentic,jpg,ani00002,component_0001,True
Au_ani_00003.jpg,authentic,jpg,ani00003,component_0002,True
Au_ani_00004.jpg,authentic,jpg,ani00004,component_0003,True
Au_ani_00005.jpg,authentic,jpg,ani00005,component_0000,True
Au_ani_00006.jpg,authentic,jpg,ani00006,component_0004,True
Au_ani_00007.jpg,authentic,jpg,ani00007,component_0005,True
Au_ani_00008.jpg,authentic,jpg,ani00008,component_0006,True
Au_ani_00009.jpg,authentic,jpg,ani00009,component_0007,True
Au_ani_00010.jpg,authentic,jpg,ani00010,component_0000,True
Au_ani_00011.jpg,authentic,jpg,ani00011,component_0006,True
Au_ani_00012.jpg,authentic,jpg,ani00012,component_0008,True
Au_ani_00013.jpg,authentic,jpg,ani00013,component_0000,True
Au_ani_00014.jpg,authentic,jpg,ani00014,component_0009,True
Au_ani_00015.jpg,authentic,jpg,ani00015,component_0009,True
Au_ani_00016.jpg,authentic,jpg,ani00016,component_0000,True
Au_ani_00017.jpg,authentic,jpg,ani00017,component_0000,True
Au_ani_00018.jpg,authentic,jpg,ani00018,component_0000,True
Au_ani_00019.jpg,authentic,jpg,ani00019,component_0000,True
Au_ani_00020.jpg,authentic,jpg,ani00020,component_0000,True
Au_ani_00021.jpg,authentic,jpg,ani00021,component_0000,True
Au_ani_00022.jpg,authentic,jpg,ani00022,component_0000,True
Au_ani_00023.jpg,authentic,jpg,ani00023,component_0000,True
Au_ani_00024.jpg,authentic,jpg,ani00024,component_0000,True
Au_ani_00025.jpg,authentic,jpg,ani00025,component_0010,True
Au_ani_00026.jpg,authentic,jpg,ani00026,component_0000,True
Au_ani_00027.jpg,authentic,jpg,ani00027,component_0011,True
Au_ani_00028.jpg,authentic,jpg,ani00028,component_0000,True
Au_ani_00029.jpg,authentic,jpg,ani00029,component_0000,True
Au_ani_00030.jpg,authentic,jpg,ani00030,component_0000,True
Au_ani_00031.jpg,authentic,jpg,ani00031,component_0000,True
Au_ani_00032.jpg,authentic,jpg,ani00032,component_0012,True
Au_ani_00033.jpg,authentic,jpg,ani00033,component_0012,True
Au_ani_00034.jpg,authentic,jpg,ani00034,component_0012,True
Au_ani_00035.jpg,authentic,jpg,ani00035,component_0000,True
Au_ani_00036.jpg,authentic,jpg,ani00036,component_0000,True
Au_ani_00037.jpg,authentic,jpg,ani00037,component_0000,True
Au_ani_00038.jpg,authentic,jpg,ani00038,component_0000,True
Au_ani_00039.jpg,authentic,jpg,ani00039,component_0000,True
Au_ani_00040.jpg,authentic,jpg,ani00040,component_0000,True
Au_ani_00041.jpg,authentic,jpg,ani00041,component_0000,True
Au_ani_00042.jpg,authentic,jpg,ani00042,component_0000,True
Au_ani_00043.jpg,authentic,jpg,ani00043,component_0000,True
Au_ani_00044.jpg,authentic,jpg,ani00044,component_0000,True
Au_ani_00045.jpg,authentic,jpg,ani00045,component_0000,True
Au_ani_00046.jpg,authentic,jpg,ani00046,component_0000,True
Au_ani_00047.jpg,authentic,jpg,ani00047,component_0000,True
Au_ani_00048.jpg,authentic,jpg,ani00048,component_0000,True
Au_ani_00049.jpg,authentic,jpg,ani00049,component_0013,True
Au_ani_00050.jpg,authentic,jpg,ani00050,component_0000,True
Au_ani_00051.jpg,authentic,jpg,ani00051,component_0000,True
Au_ani_00052.jpg,authentic,jpg,ani00052,component_0000,True
Au_ani_00053.jpg,authentic,jpg,ani00053,component_0000,True
Au_ani_00054.jpg,authentic,jpg,ani00054,component_0000,True
Au_ani_00055.jpg,authentic,jpg,ani00055,component_0000,True
Au_ani_00056.jpg,authentic,jpg,ani00056,component_0014,True
Au_ani_00057.jpg,authentic,jpg,ani00057,component_0000,True
Au_ani_00058.jpg,authentic,jpg,ani00058,component_0000,True
Au_ani_00059.jpg,authentic,jpg,ani00059,component_0000,True
Au_ani_00060.jpg,authentic,jpg,ani00060,component_0000,True
Au_ani_00061.jpg,authentic,jpg,ani00061,component_0000,True
Au_ani_00062.jpg,authentic,jpg,ani00062,component_0015,True
Au_ani_00063.jpg,authentic,jpg,ani00063,component_0000,True
Au_ani_00064.jpg,authentic,jpg,ani00064,component_0000,True
Au_ani_00065.jpg,authentic,jpg,ani00065,component_0000,True
Au_ani_00066.jpg,authentic,jpg,ani00066,component_0000,True
Au_ani_00067.jpg,authentic,jpg,ani00067,component_0015,True
Au_ani_00068.jpg,authentic,jpg,ani00068,component_0000,True
Au_ani_00069.jpg,authentic,jpg,ani00069,component_0000,True
Au_ani_00070.jpg,authentic,jpg,ani00070,component_0000,True
Au_ani_00071.jpg,authentic,jpg,ani00071,component_0000,True
Au_ani_00072.jpg,authentic,jpg,ani00072,component_0016,True
Au_ani_00073.jpg,authentic,jpg,ani00073,component_0000,True
Au_ani_00074.jpg,authentic,jpg,ani00074,component_0000,True
Au_ani_00075.jpg,authentic,jpg,ani00075,component_0000,True
Au_ani_00076.jpg,authentic,jpg,ani00076,component_0000,True
Au_ani_00077.jpg,authentic,jpg,ani00077,component_0000,True
Au_ani_00078.jpg,authentic,jpg,ani00078,component_0000,True
Au_ani_00079.jpg,authentic,jpg,ani00079,component_0000,True
Au_ani_00080.jpg,authentic,jpg,ani00080,component_0017,True
Au_ani_00081.jpg,authentic,jpg,ani00081,component_0000,True
Au_ani_00082.jpg,authentic,jpg,ani00082,component_0018,True
Au_ani_00083.jpg,authentic,jpg,ani00083,component_0019,True
Au_ani_00084.jpg,authentic,jpg,ani00084,component_0000,True
Au_ani_00085.jpg,authentic,jpg,ani00085,component_0000,True
Au_ani_00086.jpg,authentic,jpg,ani00086,component_0000,True
Au_ani_00087.jpg,authentic,jpg,ani00087,component_0000,True
Au_ani_00088.jpg,authentic,jpg,ani00088,component_0000,True
Au_ani_00089.jpg,authentic,jpg,ani00089,component_0000,True
Au_ani_00090.jpg,authentic,jpg,ani00090,component_0020,True
Au_ani_00091.jpg,authentic,jpg,ani00091,component_0021,True
Au_ani_00092.jpg,authentic,jpg,ani00092,component_0022,True
Au_ani_00093.jpg,authentic,jpg,ani00093,component_0000,True
Au_ani_00094.jpg,authentic,jpg,ani00094,component_0023,True
Au_ani_00095.jpg,authentic,jpg,ani00095,component_0000,True
Au_ani_00096.jpg,authentic,jpg,ani00096,component_0000,True
Au_ani_00097.jpg,authentic,jpg,ani00097,component_0000,True
Au_ani_00098.jpg,authentic,jpg,ani00098,component_0000,True
Au_ani_00099.jpg,authentic,jpg,ani00099,component_0000,True
Au_ani_00100.jpg,authentic,jpg,ani00100,component_0000,True
Au_ani_10001.jpg,authentic,jpg,ani10001,component_0024,True
Au_ani_10002.jpg,authentic,jpg,ani10002,component_0025,True
Au_ani_10003.jpg,authentic,jpg,ani10003,component_0026,True
Au_ani_10004.jpg,authentic,jpg,ani10004,component_0027,True
Au_ani_10005.jpg,authentic,jpg,ani10005,component_0027,True
Au_ani_10101.jpg,authentic,jpg,ani10101,component_0000,True
Au_ani_10102.jpg,authentic,jpg,ani10102,component_0000,True
Au_ani_10103.jpg,authentic,jpg,ani10103,component_0028,True
Au_ani_10104.jpg,authentic,jpg,ani10104,component_0000,True
Au_ani_10105.jpg,authentic,jpg,ani10105,component_0000,True
Au_ani_10106.jpg,authentic,jpg,ani10106,component_0029,True
Au_ani_10107.jpg,authentic,jpg,ani10107,component_0030,True
Au_ani_10108.jpg,authentic,jpg,ani10108,component_0031,True
Au_ani_10109.jpg,authentic,jpg,ani10109,component_0031,True
Au_ani_10110.jpg,authentic,jpg,ani10110,component_0000,True
Au_ani_10111.jpg,authentic,jpg,ani10111,component_0028,True
Au_ani_10112.jpg,authentic,jpg,ani10112,component_0000,True
Au_ani_10113.jpg,authentic,jpg,ani10113,component_0000,True
Au_ani_10114.jpg,authentic,jpg,ani10114,component_0000,True
Au_ani_10115.jpg,authentic,jpg,ani10115,component_0032,True
Au_ani_10116.jpg,authentic,jpg,ani10116,component_0000,True
Au_ani_10117.jpg,authentic,jpg,ani10117,component_0000,True
Au_ani_10118.jpg,authentic,jpg,ani10118,component_0000,True
Au_ani_10119.jpg,authentic,jpg,ani10119,component_0000,True
Au_ani_10120.jpg,authentic,jpg,ani10120,component_0000,True
Au_ani_10121.jpg,authentic,jpg,ani10121,component_0000,True
Au_ani_10122.jpg,authentic,jpg,ani10122,component_0000,True
Au_ani_10123.jpg,authentic,jpg,ani10123,component_0000,True
Au_ani_10125.jpg,authentic,jpg,ani10125,component_0033,True
Au_ani_10126.jpg,authentic,jpg,ani10126,component_0000,True
Au_ani_10127.jpg,authentic,jpg,ani10127,component_0000,True
Au_ani_10128.jpg,authentic,jpg,ani10128,component_0000,True
Au_ani_10129.jpg,authentic,jpg,ani10129,component_0034,True
Au_ani_10130.jpg,authentic,jpg,ani10130,component_0000,True
Au_ani_10131.jpg,authentic,jpg,ani10131,component_0035,True
Au_ani_10132.jpg,authentic,jpg,ani10132,component_0000,True
Au_ani_10133.jpg,authentic,jpg,ani10133,component_0036,True
Au_ani_10134.jpg,authentic,jpg,ani10134,component_0037,True
Au_ani_10135.jpg,authentic,jpg,ani10135,component_0038,True
Au_ani_10136.jpg,authentic,jpg,ani10136,component_0000,True
Au_ani_10137.jpg,authentic,jpg,ani10137,component_0039,True
Au_ani_10138.jpg,authentic,jpg,ani10138,component_0040,True
Au_ani_10139.jpg,authentic,jpg,ani10139,component_0041,True
Au_ani_10140.jpg,authentic,jpg,ani10140,component_0042,True
Au_ani_10141.jpg,authentic,jpg,ani10141,component_0043,True
Au_ani_10142.jpg,authentic,jpg,ani10142,component_0044,True
Au_ani_10143.jpg,authentic,jpg,ani10143,component_0045,True
Au_ani_10144.jpg,authentic,jpg,ani10144,component_0000,True
Au_ani_10145.jpg,authentic,jpg,ani10145,component_0046,True
Au_ani_10146.jpg,authentic,jpg,ani10146,component_0000,True
Au_ani_10147.jpg,authentic,jpg,ani10147,component_0047,True
Au_ani_10148.jpg,authentic,jpg,ani10148,component_0048,True
Au_ani_10149.jpg,authentic,jpg,ani10149,component_0049,True
Au_ani_10150.jpg,authentic,jpg,ani10150,component_0050,True
Au_ani_10151.jpg,authentic,jpg,ani10151,component_0051,True
Au_ani_10152.jpg,authentic,jpg,ani10152,component_0052,True
Au_ani_10153.jpg,authentic,jpg,ani10153,component_0052,True
Au_ani_10154.jpg,authentic,jpg,ani10154,component_0053,True
Au_ani_10155.jpg,authentic,jpg,ani10155,component_0054,True
Au_ani_10156.jpg,authentic,jpg,ani10156,component_0055,True
Au_ani_10157.jpg,authentic,jpg,ani10157,component_0056,True
Au_ani_10158.jpg,authentic,jpg,ani10158,component_0000,True
Au_ani_10159.jpg,authentic,jpg,ani10159,component_0057,True
Au_ani_10160.jpg,authentic,jpg,ani10160,component_0000,True
Au_ani_10161.jpg,authentic,jpg,ani10161,component_0058,True
Au_ani_10162.jpg,authentic,jpg,ani10162,component_0052,True
Au_ani_10163.jpg,authentic,jpg,ani10163,component_0000,True
Au_ani_10164.jpg,authentic,jpg,ani10164,component_0059,True
Au_ani_10165.jpg,authentic,jpg,ani10165,component_0060,True
Au_ani_10166.jpg,authentic,jpg,ani10166,component_0000,True
Au_ani_10167.jpg,authentic,jpg,ani10167,component_0000,True
Au_ani_10168.jpg,authentic,jpg,ani10168,component_0000,True
Au_ani_10169.jpg,authentic,jpg,ani10169,component_0000,True
Au_ani_10170.jpg,authentic,jpg,ani10170,component_0061,True
Au_ani_10171.jpg,authentic,jpg,ani10171,component_0000,True
Au_ani_10172.jpg,authentic,jpg,ani10172,component_0000,True
Au_ani_10173.jpg,authentic,jpg,ani10173,component_0000,True
Au_ani_10174.jpg,authentic,jpg,ani10174,component_0000,True
Au_ani_10175.jpg,authentic,jpg,ani10175,component_0052,True
Au_ani_10176.jpg,authentic,jpg,ani10176,component_0052,True
Au_ani_10177.jpg,authentic,jpg,ani10177,component_0052,True
Au_ani_10178.jpg,authentic,jpg,ani10178,component_0000,True
Au_ani_10179.jpg,authentic,jpg,ani10179,component_0052,True
Au_ani_10180.jpg,authentic,jpg,ani10180,component_0051,True
Au_ani_10181.jpg,authentic,jpg,ani10181,component_0051,True
Au_ani_10182.jpg,authentic,jpg,ani10182,component_0051,True
Au_ani_10183.jpg,authentic,jpg,ani10183,component_0062,True
Au_ani_10184.jpg,authentic,jpg,ani10184,component_0051,True
Au_ani_10185.jpg,authentic,jpg,ani10185,component_0063,True
Au_ani_10186.jpg,authentic,jpg,ani10186,component_0000,True
Au_ani_10187.jpg,authentic,jpg,ani10187,component_0000,True
Au_ani_10188.jpg,authentic,jpg,ani10188,component_0000,True
Au_ani_10189.jpg,authentic,jpg,ani10189,component_0000,True
Au_ani_10190.jpg,authentic,jpg,ani10190,component_0000,True
Au_ani_10191.jpg,authentic,jpg,ani10191,component_0000,True
Au_ani_10192.jpg,authentic,jpg,ani10192,component_0064,True
Au_ani_10193.jpg,authentic,jpg,ani10193,component_0065,True
Au_ani_10194.jpg,authentic,jpg,ani10194,component_0065,True
Au_ani_10195.jpg,authentic,jpg,ani10195,component_0065,True
Au_ani_10196.jpg,authentic,jpg,ani10196,component_0000,True
Au_ani_10197.jpg,authentic,jpg,ani10197,component_0066,True
Au_ani_10198.jpg,authentic,jpg,ani10198,component_0066,True
Au_ani_10199.jpg,authentic,jpg,ani10199,component_0000,True
Au_ani_10200.jpg,authentic,jpg,ani10200,component_0000,True
Au_ani_10201.jpg,authentic,jpg,ani10201,component_0000,True
Au_ani_10202.jpg,authentic,jpg,ani10202,component_0067,True
Au_ani_10203.jpg,authentic,jpg,ani10203,component_0068,True
Au_ani_10204.jpg,authentic,jpg,ani10204,component_0069,True
Au_ani_10205.jpg,authentic,jpg,ani10205,component_0051,True
Au_ani_10206.jpg,authentic,jpg,ani10206,component_0051,True
Au_ani_10207.jpg,authentic,jpg,ani10207,component_0070,True
Au_ani_10208.jpg,authentic,jpg,ani10208,component_0071,True
Au_ani_10209.jpg,authentic,jpg,ani10209,component_0072,True
Au_ani_10210.jpg,authentic,jpg,ani10210,component_0072,True
Au_ani_10211.jpg,authentic,jpg,ani10211,component_0000,True
Au_ani_10212.jpg,authentic,jpg,ani10212,component_0073,True
Au_ani_10213.jpg,authentic,jpg,ani10213,component_0000,True
Au_ani_10214.jpg,authentic,jpg,ani10214,component_0072,True
Au_ani_10215.jpg,authentic,jpg,ani10215,component_0000,True
Au_ani_10216.jpg,authentic,jpg,ani10216,component_0000,True
Au_ani_10217.jpg,authentic,jpg,ani10217,component_0074,True
Au_ani_10218.jpg,authentic,jpg,ani10218,component_0000,True
Au_ani_10219.jpg,authentic,jpg,ani10219,component_0000,True
Au_ani_10220.jpg,authentic,jpg,ani10220,component_0075,True
Au_ani_10221.jpg,authentic,jpg,ani10221,component_0076,True
Au_ani_10222.jpg,authentic,jpg,ani10222,component_0077,True
Au_ani_10223.jpg,authentic,jpg,ani10223,component_0078,True
Au_ani_10224.jpg,authentic,jpg,ani10224,component_0079,True
Au_ani_20001.jpg,authentic,jpg,ani20001,component_0080,True
Au_ani_20002.jpg,authentic,jpg,ani20002,component_0081,True
Au_ani_20003.jpg,authentic,jpg,ani20003,component_0082,True
Au_ani_20004.jpg,authentic,jpg,ani20004,component_0083,True
Au_ani_20005.jpg,authentic,jpg,ani20005,component_0080,True
Au_ani_20006.jpg,authentic,jpg,ani20006,component_0084,True
Au_ani_20007.jpg,authentic,jpg,ani20007,component_0085,True
Au_ani_20008.jpg,authentic,jpg,ani20008,component_0086,True
Au_ani_20009.jpg,authentic,jpg,ani20009,component_0087,True
Au_ani_20010.jpg,authentic,jpg,ani20010,component_0088,True
Au_ani_20011.jpg,authentic,jpg,ani20011,component_0089,True
Au_ani_20012.jpg,authentic,jpg,ani20012,component_0090,True
Au_ani_20013.jpg,authentic,jpg,ani20013,component_0091,True
Au_ani_20014.jpg,authentic,jpg,ani20014,component_0092,True
Au_ani_20015.jpg,authentic,jpg,ani20015,component_0093,True
Au_ani_20016.jpg,authentic,jpg,ani20016,component_0094,True
Au_ani_20017.jpg,authentic,jpg,ani20017,component_0094,True
Au_ani_20018.jpg,authentic,jpg,ani20018,component_0095,True
Au_ani_20019.jpg,authentic,jpg,ani20019,component_0096,True
Au_ani_20020.jpg,authentic,jpg,ani20020,component_0097,True
Au_ani_20021.jpg,authentic,jpg,ani20021,component_0098,True
Au_ani_20022.jpg,authentic,jpg,ani20022,component_0099,True
Au_ani_20023.jpg,authentic,jpg,ani20023,component_0100,True
Au_ani_20024.jpg,authentic,jpg,ani20024,component_0101,True
Au_ani_20025.jpg,authentic,jpg,ani20025,component_0102,True
Au_ani_20026.jpg,authentic,jpg,ani20026,component_0103,True
Au_ani_20027.jpg,authentic,jpg,ani20027,component_0104,True
Au_ani_20028.jpg,authentic,jpg,ani20028,component_0105,True
Au_ani_20029.jpg,authentic,jpg,ani20029,component_0106,True
Au_ani_20030.jpg,authentic,jpg,ani20030,component_0107,True
Au_ani_20031.jpg,authentic,jpg,ani20031,component_0108,True
Au_ani_20032.jpg,authentic,jpg,ani20032,component_0109,True
Au_ani_20033.jpg,authentic,jpg,ani20033,component_0110,True
Au_ani_20034.jpg,authentic,jpg,ani20034,component_0111,True
Au_ani_20035.jpg,authentic,jpg,ani20035,component_0112,True
Au_ani_20036.jpg,authentic,jpg,ani20036,component_0113,True
Au_ani_20037.jpg,authentic,jpg,ani20037,component_0114,True
