filename,label,fold
Au_ani_00001.jpg,authentic,0
Au_ani_00002.jpg,authentic,3
Au_ani_00003.jpg,authentic,0
Au_ani_00004.jpg,authentic,1
Au_ani_00005.jpg,authentic,1
Au_ani_00006.jpg,authentic,2
Au_ani_00007.jpg,authentic,3
Au_ani_00008.jpg,authentic,1
Au_ani_00009.jpg,authentic,3
Au_ani_00010.jpg,authentic,1
Au_ani_00011.jpg,authentic,3
Au_ani_00012.jpg,authentic,4
Au_ani_00013.jpg,authentic,2
Au_ani_00014.jpg,authentic,3
Au_ani_00015.jpg,authentic,3
Au_ani_00016.jpg,authentic,0
Au_ani_00017.jpg,authentic,0
Au_ani_00018.jpg,authentic,3
Au_ani_00019.jpg,authentic,2
Au_ani_00020.jpg,authentic,4
Au_ani_00021.jpg,authentic,1
Au_ani_00022.jpg,authentic,0
Au_ani_00023.jpg,authentic,0
Au_ani_00024.jpg,authentic,4
Au_ani_00025.jpg,authentic,0
Au_ani_00026.jpg,authentic,3
Au_ani_00027.jpg,authentic,3
Au_ani_00028.jpg,authentic,0
Au_ani_00029.jpg,authentic,0
Au_ani_00030.jpg,authentic,3
Au_ani_00031.jpg,authentic,0
Au_ani_00032.jpg,authentic,1
Au_ani_00033.jpg,authentic,3
Au_ani_00034.jpg,authentic,3
Au_ani_00035.jpg,authentic,3
Au_ani_00036.jpg,authentic,1
Au_ani_00037.jpg,authentic,0
Au_ani_00038.jpg,authentic,1
Au_ani_00039.jpg,authentic,3
Au_ani_00040.jpg,authentic,3
Au_ani_00041.jpg,authentic,1
Au_ani_00042.jpg,authentic,2
Au_ani_00043.jpg,authentic,4
Au_ani_00044.jpg,authentic,4
Au_ani_00045.jpg,authentic,1
Au_ani_00046.jpg,authentic,3
Au_ani_00047.jpg,authentic,1
Au_ani_00048.jpg,authentic,0
Au_ani_00049.jpg,authentic,0
Au_ani_00050.jpg,authentic,0
Au_ani_00051.jpg,authentic,3
Au_ani_00052.jpg,authentic,1
Au_ani_00053.jpg,authentic,0
Au_ani_00054.jpg,authentic,4
Au_ani_00055.jpg,authentic,3
Au_ani_00056.jpg,authentic,1
Au_ani_00057.jpg,authentic,2
Au_ani_00058.jpg,authentic,0
Au_ani_00059.jpg,authentic,1
Au_ani_00060.jpg,authentic,4
Au_ani_00061.jpg,authentic,4
Au_ani_00062.jpg,authentic,4
Au_ani_00063.jpg,authentic,1
Au_ani_00064.jpg,authentic,2
Au_ani_00065.jpg,authentic,2
Au_ani_00066.jpg,authentic,2
Au_ani_00067.jpg,authentic,4
Au_ani_00068.jpg,authentic,3
Au_ani_00069.jpg,authentic,4
Au_ani_00070.jpg,authentic,4
Au_ani_00071.jpg,authentic,1
Au_ani_00072.jpg,authentic,2
Au_ani_00073.jpg,authentic,2
Au_ani_00074.jpg,authentic,1
Au_ani_00075.jpg,authentic,4
Au_ani_00076.jpg,authentic,1
Au_ani_00077.jpg,authentic,4
Au_ani_00078.jpg,authentic,2
Au_ani_00079.jpg,authentic,2
Au_ani_00080.jpg,authentic,4
Au_ani_00081.jpg,authentic,2
Au_ani_00082.jpg,authentic,2
Au_ani_00083.jpg,authentic,2
Au_ani_00084.jpg,authentic,1
Au_ani_00085.jpg,authentic,3
Au_ani_00086.jpg,authentic,2
Au_ani_00087.jpg,authentic,3
Au_ani_00088.jpg,authentic,1
Au_ani_00089.jpg,authentic,4
Au_ani_00090.jpg,authentic,1
Au_ani_00091.jpg,authentic,0
Au_ani_00092.jpg,authentic,0
Au_ani_00093.jpg,authentic,0
Au_ani_00094.jpg,authentic,0
Au_ani_00095.jpg,authentic,2
Au_ani_00096.jpg,authentic,0
Au_ani_00097.jpg,authentic,0
Au_ani_00098.jpg,authentic,0
Au_ani_00099.jpg,authentic,3
Au_ani_00100.jpg,authentic,1
Au_ani_10001.jpg,authentic,2
Au_ani_10002.jpg,authentic,3
Au_ani_10003.jpg,authentic,0
Au_ani_10004.jpg,authentic,3
Au_ani_10005.jpg,authentic,2
Au_ani_10101.jpg,authentic,2
Au_ani_10102.jpg,authentic,1
Au_ani_10103.jpg,authentic,3
Au_ani_10104.jpg,authentic,0
Au_ani_10105.jpg,authentic,1
Au_ani_10106.jpg,authentic,3
Au_ani_10107.jpg,authentic,4
Au_ani_10108.jpg,authentic,4
Au_ani_10109.jpg,authentic,0
Au_ani_10110.jpg,authentic,3
Au_ani_10111.jpg,authentic,3
Au_ani_10112.jpg,authentic,4
Au_ani_10113.jpg,authentic,0
Au_ani_10114.jpg,authentic,4
Au_ani_10115.jpg,authentic,1
Au_ani_10116.jpg,authentic,4
Au_ani_10117.jpg,authentic,1
Au_ani_10118.jpg,authentic,2
Au_ani_10119.jpg,authentic,4
Au_ani_10120.jpg,authentic,1
Au_ani_10121.jpg,authentic,2
Au_ani_10122.jpg,authentic,2
Au_ani_10123.jpg,authentic,4
Au_ani_10125.jpg,authentic,3
Au_ani_10126.jpg,authentic,3
Au_ani_10127.jpg,authentic,3
Au_ani_10128.jpg,authentic,0
Au_ani_10129.jpg,authentic,1
Au_ani_10130.jpg,authentic,3
Au_ani_10131.jpg,authentic,0
Au_ani_10132.jpg,authentic,2
Au_ani_10133.jpg,authentic,3
Au_ani_10134.jpg,authentic,0
Au_ani_10135.jpg,authentic,2
Au_ani_10136.jpg,authentic,0
Au_ani_10137.jpg,authentic,1
Au_ani_10138.jpg,authentic,2
Au_ani_10139.jpg,authentic,1
Au_ani_10140.jpg,authentic,3
Au_ani_10141.jpg,authentic,2
Au_ani_10142.jpg,authentic,2
Au_ani_10143.jpg,authentic,4
Au_ani_10144.jpg,authentic,2
Au_ani_10145.jpg,authentic,0
Au_ani_10146.jpg,authentic,0
Au_ani_10147.jpg,authentic,2
Au_ani_10148.jpg,authentic,4
Au_ani_10149.jpg,authentic,0
Au_ani_10150.jpg,authentic,2
Au_ani_10151.jpg,authentic,2
Au_ani_10152.jpg,authentic,1
Au_ani_10153.jpg,authentic,0
Au_ani_10154.jpg,authentic,2
Au_ani_10155.jpg,authentic,2
Au_ani_10156.jpg,authentic,3
Au_ani_10157.jpg,authentic,4
Au_ani_10158.jpg,authentic,0
Au_ani_10159.jpg,authentic,1
Au_ani_10160.jpg,authentic,0
Au_ani_10161.jpg,authentic,3
Au_ani_10162.jpg,authentic,0
Au_ani_10163.jpg,authentic,4
Au_ani_10164.jpg,authentic,2
Au_ani_10165.jpg,authentic,2
Au_ani_10166.jpg,authentic,2
Au_ani_10167.jpg,authentic,3
Au_ani_10168.jpg,authentic,2
Au_ani_10169.jpg,authentic,4
Au_ani_10170.jpg,authentic,4
Au_ani_10171.jpg,authentic,3
Au_ani_10172.jpg,authentic,1
Au_ani_10173.jpg,authentic,1
Au_ani_10174.jpg,authentic,4
Au_ani_10175.jpg,authentic,1
Au_ani_10176.jpg,authentic,1
Au_ani_10177.jpg,authentic,3
Au_ani_10178.jpg,authentic,0
Au_ani_10179.jpg,authentic,2
Au_ani_10180.jpg,authentic,2
Au_ani_10181.jpg,authentic,2
Au_ani_10182.jpg,authentic,4
Au_ani_10183.jpg,authentic,4
Au_ani_10184.jpg,authentic,3
Au_ani_10185.jpg,authentic,3
Au_ani_10186.jpg,authentic,4
Au_ani_10187.jpg,authentic,1
Au_ani_10188.jpg,authentic,1
Au_ani_10189.jpg,authentic,0
Au_ani_10190.jpg,authentic,4
Au_ani_10191.jpg,authentic,4
Au_ani_10192.jpg,authentic,2
Au_ani_10193.jpg,authentic,1
Au_ani_10194.jpg,authentic,3
Au_ani_10195.jpg,authentic,3
Au_ani_10196.jpg,authentic,4
Au_ani_10197.jpg,authentic,1
Au_ani_10198.jpg,authentic,2
Au_ani_10199.jpg,authentic,1
Au_ani_10200.jpg,authentic,2
Au_ani_10201.jpg,authentic,3
Au_ani_10202.jpg,authentic,1
Au_ani_10203.jpg,authentic,2
Au_ani_10204.jpg,authentic,2
Au_ani_10205.jpg,authentic,0
Au_ani_10206.jpg,authentic,1
Au_ani_10207.jpg,authentic,3
Au_ani_10208.jpg,authentic,2
Au_ani_10209.jpg,authentic,1
Au_ani_10210.jpg,authentic,3
Au_ani_10211.jpg,authentic,3
Au_ani_10212.jpg,authentic,4
Au_ani_10213.jpg,authentic,2
Au_ani_10214.jpg,authentic,1
Au_ani_10215.jpg,authentic,0
Au_ani_10216.jpg,authentic,2
Au_ani_10217.jpg,authentic,2
Au_ani_10218.jpg,authentic,1
Au_ani_10219.jpg,authentic,0
Au_ani_10220.jpg,authentic,2
Au_ani_10221.jpg,authentic,0
Au_ani_10222.jpg,authentic,0
Au_ani_10223.jpg,authentic,4
Au_ani_10224.jpg,authentic,1
Au_ani_20001.jpg,authentic,1
Au_ani_20002.jpg,authentic,3
Au_ani_20003.jpg,authentic,0
Au_ani_20004.jpg,authentic,4
Au_ani_20005.jpg,authentic,4
Au_ani_20006.jpg,authentic,1
Au_ani_20007.jpg,authentic,3
Au_ani_20008.jpg,authentic,4
Au_ani_20009.jpg,authentic,1
Au_ani_20010.jpg,authentic,1
Au_ani_20011.jpg,authentic,1
Au_ani_20012.jpg,authentic,1
Au_ani_20013.jpg,authentic,3
Au_ani_20014.jpg,authentic,2
Au_ani_20015.jpg,authentic,0
Au_ani_20016.jpg,authentic,0
Au_ani_20017.jpg,authentic,0
Au_ani_20018.jpg,authentic,2
Au_ani_20019.jpg,authentic,3
Au_ani_20020.jpg,authentic,1
Au_ani_20021.jpg,authentic,0
Au_ani_20022.jpg,authentic,3
Au_ani_20023.jpg,authentic,1
Au_ani_20024.jpg,authentic,3
Au_ani_20025.jpg,authentic,3
Au_ani_20026.jpg,authentic,4
Au_ani_20027.jpg,authentic,4
Au_ani_20028.jpg,authentic,2
Au_ani_20029.jpg,authentic,0
Au_ani_20030.jpg,authentic,1
Au_ani_20031.jpg,authentic,1
Au_ani_20032.jpg,authentic,4
Au_ani_20033.jpg,authentic,2
Au_ani_20034.jpg,authentic,3
Au_ani_20035.jpg,authentic,2
Au_ani_20036.jpg,authentic,1
Au_ani_20037.jpg,authentic,0
Au_ani_20038.jpg,authentic,3
Au_ani_20039.jpg,authentic,2
Au_ani_20040.jpg,authentic,1
Au_ani_20041.jpg,authentic,4
Au_ani_20042.jpg,authentic,2
Au_ani_20043.jpg,authentic,0
Au_ani_20044.jpg,authentic,3
Au_ani_20045.jpg,authentic,4
Au_ani_20046.jpg,authentic,0
Au_ani_20047.jpg,authentic,4
Au_ani_20048.jpg,authentic,2
Au_ani_20049.jpg,authentic,1
Au_ani_20050.jpg,authentic,0
Au_ani_20051.jpg,authentic,1
Au_ani_20052.jpg,authentic,1
Au_ani_20053.jpg,authentic,4
Au_ani_20054.jpg,authentic,1
Au_ani_20055.jpg,authentic,1
Au_ani_20056.jpg,authentic,3
Au_ani_20057.jpg,authentic,0
Au_ani_20058.jpg,authentic,0
Au_ani_20059.jpg,authentic,2
Au_ani_20060.jpg,authentic,2
Au_ani_20061.jpg,authentic,4
Au_ani_20062.jpg,authentic,0
Au_ani_20063.jpg,authentic,1
Au_ani_20064.jpg,authentic,2
Au_ani_20065.jpg,authentic,2
Au_ani_20066.jpg,authentic,2
Au_ani_20067.jpg,authentic,4
Au_ani_20068.jpg,authentic,4
Au_ani_20069.jpg,authentic,2
Au_ani_20070.jpg,authentic,2
Au_ani_30001.jpg,authentic,0
Au_ani_30002.jpg,authentic,4
Au_ani_30003.jpg,authentic,3
Au_ani_30004.jpg,authentic,0
Au_ani_30005.jpg,authentic,3
Au_ani_30006.jpg,authentic,2
Au_ani_30007.jpg,authentic,1
Au_ani_30008.jpg,authentic,4
Au_ani_30009.jpg,authentic,3
Au_ani_30010.jpg,authentic,1
Au_ani_30011.jpg,authentic,4
Au_ani_30012.jpg,authentic,3
Au_ani_30013.jpg,authentic,1
Au_ani_30014.jpg,authentic,2
Au_ani_30015.jpg,authentic,0
Au_ani_30016.jpg,authentic,1
Au_ani_30017.jpg,authentic,3
Au_ani_30018.jpg,authentic,2
Au_ani_30019.jpg,authentic,1
Au_ani_30020.jpg,authentic,0
Au_ani_30021.jpg,authentic,4
Au_ani_30022.jpg,authentic,3
Au_ani_30023.jpg,authentic,2
